# Jiukong first-party phrase lexicon. See README.md.
測試	ㄘㄜˋ ㄕˋ
交朋友	ㄐㄧㄠ ㄆㄥˊ ㄧㄡˇ
角度	ㄐㄧㄠˇ ㄉㄨˋ
餃子	ㄐㄧㄠˇ ˙ㄗ
叫作	ㄐㄧㄠˋ ㄗㄨㄛˋ
教師	ㄐㄧㄠˋ ㄕ
教學	ㄐㄧㄠ ㄒㄩㄝˊ
接到	ㄐㄧㄝ ㄉㄠˋ
接下來	ㄐㄧㄝ ㄒㄧㄚˋ ㄌㄞˊ
節日	ㄐㄧㄝˊ ㄖˋ
結果	ㄐㄧㄝ ㄍㄨㄛˇ
今後	ㄐㄧㄣ ㄏㄡˋ
進行	ㄐㄧㄣˋ ㄒㄧㄥˊ
經過	ㄐㄧㄥ ㄍㄨㄛˋ
經理	ㄐㄧㄥ ㄌㄧˇ
酒店	ㄐㄧㄡˇ ㄉㄧㄢˋ
就要	ㄐㄧㄡˋ ㄧㄠˋ
舉手	ㄐㄩˇ ㄕㄡˇ
舉行	ㄐㄩˇ ㄒㄧㄥˊ
句子	ㄐㄩˋ ˙ㄗ
看法	ㄎㄢˋ ㄈㄚˇ
考生	ㄎㄠˇ ㄕㄥ
科學	ㄎㄜ ㄒㄩㄝˊ
可是	ㄎㄜˇ ㄕˋ
課堂	ㄎㄜˋ ㄊㄤˊ
快餐	ㄎㄨㄞˋ ㄘㄢ
快點兒	ㄎㄨㄞˋ ㄉㄧㄢˇ ㄦˊ
快要	ㄎㄨㄞˋ ㄧㄠˋ
來自	ㄌㄞˊ ㄗˋ
籃球	ㄌㄢˊ ㄑㄧㄡˊ
老年	ㄌㄠˇ ㄋㄧㄢˊ
老是	ㄌㄠˇ ㄕˋ
裡頭	ㄌㄧˇ ˙ㄊㄡ
理想	ㄌㄧˇ ㄒㄧㄤˇ
禮物	ㄌㄧˇ ㄨˋ
例子	ㄌㄧˋ ˙ㄗ
涼快	ㄌㄧㄤˊ ㄎㄨㄞˋ
零下	ㄌㄧㄥˊ ㄒㄧㄚˋ
留下	ㄌㄧㄡˊ ㄒㄧㄚˋ
留學生	ㄌㄧㄡˊ ㄒㄩㄝˊ ㄕㄥ
流利	ㄌㄧㄡˊ ㄌㄧˋ
流行	ㄌㄧㄡˊ ㄒㄧㄥˊ
旅客	ㄌㄩˇ ㄎㄜˋ
綠色	ㄌㄩˋ ㄙㄜˋ
路邊	ㄌㄨˋ ㄅㄧㄢ
旅遊	ㄌㄩˇ ㄧㄡˊ
面前	ㄇㄧㄢˋ ㄑㄧㄢˊ
拿出	ㄋㄚˊ ㄔㄨ
那會兒	ㄋㄚˋ ㄏㄨㄟˋ ㄦˊ
那麼	ㄋㄚˋ ˙ㄇㄜ
那時候	ㄋㄚˋ ㄕˊ ㄏㄡˋ
明星	ㄇㄧㄥˊ ㄒㄧㄥ
那樣	ㄋㄚˋ ㄧㄤˋ
南方	ㄋㄢˊ ㄈㄤ
難看	ㄋㄢˊ ㄎㄢˋ
難受	ㄋㄢˊ ㄕㄡˋ
難聽	ㄋㄢˊ ㄊㄧㄥ
能夠	ㄋㄥˊ ㄍㄡˋ
年級	ㄋㄧㄢˊ ㄐㄧˊ
難題	ㄋㄢˊ ㄊㄧˊ
年輕	ㄋㄧㄢˊ ㄑㄧㄥ
爬山	ㄆㄚˊ ㄕㄢ
排球	ㄆㄞˊ ㄑㄧㄡˊ
碰到	ㄆㄥˋ ㄉㄠˋ
碰見	ㄆㄥˋ ㄐㄧㄢˋ
便宜	ㄅㄧㄢˋ ㄧˊ
平安	ㄆㄧㄥˊ ㄢ
平時	ㄆㄧㄥˊ ㄕˊ
平常	ㄆㄧㄥˊ ㄔㄤˊ
瓶子	ㄆㄧㄥˊ ˙ㄗ
普通話	ㄆㄨˇ ㄊㄨㄥ ㄏㄨㄚˋ
千克	ㄑㄧㄢ ㄎㄜˋ
前年	ㄑㄧㄢˊ ㄋㄧㄢˊ
青少年	ㄑㄧㄥ ㄕㄠˋ ㄋㄧㄢˊ
青年	ㄑㄧㄥ ㄋㄧㄢˊ
請客	ㄑㄧㄥˇ ㄎㄜˋ
請求	ㄑㄧㄥˇ ㄑㄧㄡˊ
球場	ㄑㄧㄡˊ ㄔㄤˇ
球隊	ㄑㄧㄡˊ ㄉㄨㄟˋ
球鞋	ㄑㄧㄡˊ ㄒㄧㄝˊ
取得	ㄑㄩˇ ㄉㄜˊ
全家	ㄑㄩㄢˊ ㄐㄧㄚ
全年	ㄑㄩㄢˊ ㄋㄧㄢˊ
全身	ㄑㄩㄢˊ ㄕㄣ
全體	ㄑㄩㄢˊ ㄊㄧˇ
全國	ㄑㄩㄢˊ ㄍㄨㄛˊ
熱情	ㄖㄜˋ ㄑㄧㄥˊ
人們	ㄖㄣˊ ˙ㄇㄣ
人口	ㄖㄣˊ ㄎㄡˇ
人數	ㄖㄣˊ ㄕㄨˋ
認為	ㄖㄣˋ ㄨㄟˊ
日子	ㄖˋ ˙ㄗ
日報	ㄖˋ ㄅㄠˋ
入口	ㄖㄨˋ ㄎㄡˇ
商量	ㄕㄤ ㄌㄧㄤˊ
商人	ㄕㄤ ㄖㄣˊ
身邊	ㄕㄣ ㄅㄧㄢ
少年	ㄕㄠˋ ㄋㄧㄢˊ
少數	ㄕㄠˇ ㄕㄨˋ
什麼樣	ㄕㄣˊ ˙ㄇㄜ ㄧㄤˋ
生詞	ㄕㄥ ㄘˊ
十分	ㄕˊ ㄈㄣ
實習	ㄕˊ ㄒㄧˊ
實現	ㄕˊ ㄒㄧㄢˋ
實在	ㄕˊ ㄗㄞˋ
市長	ㄕˋ ㄓㄤˇ
事情	ㄕˋ ㄑㄧㄥˊ
受到	ㄕㄡˋ ㄉㄠˋ
數字	ㄕㄨˋ ㄗˋ
水平	ㄕㄨㄟˇ ㄆㄧㄥˊ
順利	ㄕㄨㄣˋ ㄌㄧˋ
送到	ㄙㄨㄥˋ ㄉㄠˋ
送給	ㄙㄨㄥˋ ㄍㄟˇ
隨便	ㄙㄨㄟˊ ㄅㄧㄢˋ
隨時	ㄙㄨㄟˊ ㄕˊ
太太	ㄊㄞˋ ㄊㄞˋ
太陽	ㄊㄞˋ ㄧㄤˊ
提到	ㄊㄧˊ ㄉㄠˋ
提高	ㄊㄧˊ ㄍㄠ
體育	ㄊㄧˇ ㄩˋ
體育場	ㄊㄧˇ ㄩˋ ㄔㄤˇ
天上	ㄊㄧㄢ ㄕㄤˋ
聽說	ㄊㄧㄥ ㄕㄨㄛ
停車	ㄊㄧㄥˊ ㄔㄜ
聽講	ㄊㄧㄥ ㄐㄧㄤˇ
挺好	ㄊㄧㄥˇ ㄏㄠˇ
同樣	ㄊㄨㄥˊ ㄧㄤˋ
通過	ㄊㄨㄥ ㄍㄨㄛˋ
頭髮	ㄊㄡˊ ㄈㄚˇ
外地	ㄨㄞˋ ㄉㄧˋ
外賣	ㄨㄞˋ ㄇㄞˋ
晚報	ㄨㄢˇ ㄅㄠˋ
晚會	ㄨㄢˇ ㄏㄨㄟˋ
網球	ㄨㄤˇ ㄑㄧㄡˊ
味道	ㄨㄟˋ ㄉㄠˋ
問路	ㄨㄣˋ ㄌㄨˋ
午睡	ㄨˇ ㄕㄨㄟˋ
西北	ㄒㄧ ㄅㄟˇ
西南	ㄒㄧ ㄋㄢˊ
西方	ㄒㄧ ㄈㄤ
西醫	ㄒㄧ ㄧ
西餐	ㄒㄧ ㄘㄢ
想到	ㄒㄧㄤˇ ㄉㄠˋ
下雪	ㄒㄧㄚˋ ㄒㄩㄝˇ
想起	ㄒㄧㄤˇ ㄑㄧˇ
相機	ㄒㄧㄤˋ ㄐㄧ
小聲	ㄒㄧㄠˇ ㄕㄥ
小時候	ㄒㄧㄠˇ ㄕˊ ㄏㄡˋ
小組	ㄒㄧㄠˇ ㄗㄨˇ
校園	ㄒㄧㄠˋ ㄩㄢˊ
校長	ㄒㄧㄠˋ ㄓㄤˇ
笑話兒	ㄒㄧㄠˋ ㄏㄨㄚˋ ㄦˊ
笑話	ㄒㄧㄠˋ ㄏㄨㄚˋ
心裡	ㄒㄧㄣ ㄌㄧˇ
心中	ㄒㄧㄣ ㄓㄨㄥ
信號	ㄒㄧㄣˋ ㄏㄠˋ
信心	ㄒㄧㄣˋ ㄒㄧㄣ
信息	ㄒㄧㄣˋ ㄒㄧˊ
星星	ㄒㄧㄥ ㄒㄧㄥ
行動	ㄒㄧㄥˊ ㄉㄨㄥˋ
學期	ㄒㄩㄝˊ ㄑㄧ
許多	ㄒㄩˇ ㄉㄨㄛ
眼睛	ㄧㄢˇ ㄐㄧㄥ
樣子	ㄧㄤˋ ˙ㄗ
藥片	ㄧㄠˋ ㄆㄧㄢˋ
藥水	ㄧㄠˋ ㄕㄨㄟˇ
藥店	ㄧㄠˋ ㄉㄧㄢˋ
夜裡	ㄧㄝˋ ㄌㄧˇ
一部分	ㄧ ㄅㄨˋ ㄈㄣˋ
一共	ㄧ ㄍㄨㄥˋ
以上	ㄧˇ ㄕㄤˋ
以外	ㄧˇ ㄨㄞˋ
以下	ㄧˇ ㄒㄧㄚˋ
一生	ㄧ ㄕㄥ
以為	ㄧˇ ㄨㄟˊ
音節	ㄧㄣ ㄐㄧㄝˊ
音樂會	ㄧㄣ ㄩㄝˋ ㄏㄨㄟˋ
銀行卡	ㄧㄣˊ ㄏㄤˊ ㄎㄚˇ
英文	ㄧㄥ ㄨㄣˊ
英語	ㄧㄥ ㄩˇ
有空兒	ㄧㄡˇ ㄎㄨㄥˋ ㄦˊ
友好	ㄧㄡˇ ㄏㄠˇ
有點兒	ㄧㄡˇ ㄉㄧㄢˇ ㄦˊ
遊客	ㄧㄡˊ ㄎㄜˋ
有意思	ㄧㄡˇ ㄧˋ ㄙ
院長	ㄩㄢˋ ㄓㄤˇ
願意	ㄩㄢˋ ㄧˋ
月份	ㄩㄝˋ ㄈㄣˋ
月亮	ㄩㄝˋ ㄌㄧㄤˋ
咱們	ㄗㄢˊ ˙ㄇㄣ
院子	ㄩㄢˋ ˙ㄗ
早晨	ㄗㄠˇ ㄔㄣˊ
早就	ㄗㄠˇ ㄐㄧㄡˋ
站住	ㄓㄢˋ ㄓㄨˋ
長大	ㄓㄤˇ ㄉㄚˋ
找出	ㄓㄠˇ ㄔㄨ
照相	ㄓㄠˋ ㄒㄧㄤˋ
這麼	ㄓㄜˋ ˙ㄇㄜ
這時候	ㄓㄜˋ ㄕˊ ㄏㄡˋ
真正	ㄓㄣ ㄓㄥˋ
正是	ㄓㄥˋ ㄕˋ
這樣	ㄓㄜˋ ㄧㄤˋ
正好	ㄓㄥˋ ㄏㄠˇ
中級	ㄓㄨㄥ ㄐㄧˊ
中年	ㄓㄨㄥ ㄋㄧㄢˊ
中小學	ㄓㄨㄥ ㄒㄧㄠˇ ㄒㄩㄝˊ
中心	ㄓㄨㄥ ㄒㄧㄣ
中餐	ㄓㄨㄥ ㄘㄢ
中醫	ㄓㄨㄥ ㄧ
重視	ㄓㄨㄥˋ ㄕˋ
週年	ㄓㄡ ㄋㄧㄢˊ
住房	ㄓㄨˋ ㄈㄤˊ
主人	ㄓㄨˇ ㄖㄣˊ
自行車	ㄗˋ ㄒㄧㄥˊ ㄔㄜ
自由	ㄗˋ ㄧㄡˊ
走過	ㄗㄡˇ ㄍㄨㄛˋ
走進	ㄗㄡˇ ㄐㄧㄣˋ
走開	ㄗㄡˇ ㄎㄞ
組成	ㄗㄨˇ ㄔㄥˊ
組長	ㄗㄨˇ ㄓㄤˇ
作家	ㄗㄨㄛˋ ㄐㄧㄚ
作文	ㄗㄨㄛˋ ㄨㄣˊ
作用	ㄗㄨㄛˋ ㄩㄥˋ
做到	ㄗㄨㄛˋ ㄉㄠˋ
做法	ㄗㄨㄛˋ ㄈㄚˇ
做飯	ㄗㄨㄛˋ ㄈㄢˋ
愛心	ㄞˋ ㄒㄧㄣ
按照	ㄢˋ ㄓㄠˋ
把握	ㄅㄚˇ ㄨㄛˋ
辦理	ㄅㄢˋ ㄌㄧˇ
保安	ㄅㄠˇ ㄢ
保持	ㄅㄠˇ ㄔˊ
保存	ㄅㄠˇ ㄘㄨㄣˊ
保證	ㄅㄠˇ ㄓㄥˋ
背後	ㄅㄟˋ ㄏㄡˋ
本來	ㄅㄣˇ ㄌㄞˊ
本領	ㄅㄣˇ ㄌㄧㄥˇ
比例	ㄅㄧˇ ㄌㄧˋ
比賽	ㄅㄧˇ ㄙㄞˋ
必然	ㄅㄧˋ ㄖㄢˊ
被子	ㄅㄟˋ ˙ㄗ
本事	ㄅㄣˇ ㄕˋ
變為	ㄅㄧㄢˋ ㄨㄟˊ
必要	ㄅㄧˋ ㄧㄠˋ
表達	ㄅㄧㄠˇ ㄉㄚˊ
標題	ㄅㄧㄠ ㄊㄧˊ
表面	ㄅㄧㄠˇ ㄇㄧㄢˋ
表明	ㄅㄧㄠˇ ㄇㄧㄥˊ
播出	ㄅㄛˋ ㄔㄨ
播放	ㄅㄛˋ ㄈㄤˋ
不必	ㄅㄨˋ ㄅㄧˋ
不論	ㄅㄨˋ ㄌㄨㄣˋ
不斷	ㄅㄨˋ ㄉㄨㄢˋ
補充	ㄅㄨˇ ㄔㄨㄥ
不安	ㄅㄨˋ ㄢ
不光	ㄅㄨˋ ㄍㄨㄤ
不僅	ㄅㄨˋ ㄐㄧㄣˇ
部長	ㄅㄨˋ ㄓㄤˇ
才能	ㄘㄞˊ ㄋㄥˊ
採取	ㄘㄞˇ ㄑㄩˇ
彩色	ㄘㄞˇ ㄙㄜˋ
採用	ㄘㄞˇ ㄩㄥˋ
曾經	ㄘㄥˊ ㄐㄧㄥ
產生	ㄔㄢˇ ㄕㄥ
長處	ㄔㄤˊ ㄔㄨˋ
長城	ㄔㄤˊ ㄔㄥˊ
長期	ㄔㄤˊ ㄑㄧ
場合	ㄔㄤˇ ㄏㄜˊ
場所	ㄔㄤˇ ㄙㄨㄛˇ
襯衫	ㄔㄣˋ ㄕㄢ
超級	ㄔㄠ ㄐㄧˊ
吵架	ㄔㄠˇ ㄐㄧㄚˋ
襯衣	ㄔㄣˋ ㄧ
稱為	ㄔㄥ ㄨㄟˊ
成就	ㄔㄥˊ ㄐㄧㄡˋ
成熟	ㄔㄥˊ ㄕㄨˊ
成立	ㄔㄥˊ ㄌㄧˋ
成員	ㄔㄥˊ ㄩㄢˊ
持續	ㄔˊ ㄒㄩˋ
充滿	ㄔㄨㄥ ㄇㄢˇ
初步	ㄔㄨ ㄅㄨˋ
初級	ㄔㄨ ㄐㄧˊ
初中	ㄔㄨ ㄓㄨㄥ
傳播	ㄔㄨㄢˊ ㄅㄛˋ
傳說	ㄔㄨㄢˊ ㄕㄨㄛ
創新	ㄔㄨㄤˋ ㄒㄧㄣ
創造	ㄔㄨㄤˋ ㄗㄠˋ
傳來	ㄔㄨㄢˊ ㄌㄞˊ
創業	ㄔㄨㄤˋ ㄧㄝˋ
從前	ㄘㄨㄥˊ ㄑㄧㄢˊ
從事	ㄘㄨㄥˊ ㄕˋ
存在	ㄘㄨㄣˊ ㄗㄞˋ
達到	ㄉㄚˊ ㄉㄠˋ
打破	ㄉㄚˇ ㄆㄛˋ
打聽	ㄉㄚˇ ㄊㄧㄥ
大使館	ㄉㄚˋ ㄕˇ ㄍㄨㄢˇ
大約	ㄉㄚˋ ㄩㄝ
代表團	ㄉㄞˋ ㄅㄧㄠˇ ㄊㄨㄢˊ
帶動	ㄉㄞˋ ㄉㄨㄥˋ
單元	ㄉㄢ ㄩㄢˊ
當初	ㄉㄤ ㄔㄨ
帶領	ㄉㄞˋ ㄌㄧㄥˇ
當地	ㄉㄤ ㄉㄧˋ
當中	ㄉㄤ ㄓㄨㄥ
得分	ㄉㄜˊ ㄈㄣ
到底	ㄉㄠˋ ㄉㄧˇ
底下	ㄉㄧˇ ㄒㄧㄚˋ
地區	ㄉㄧˋ ㄑㄩ
電視臺	ㄉㄧㄢˋ ㄕˋ ㄊㄞˊ
電臺	ㄉㄧㄢˋ ㄊㄞˊ
電視劇	ㄉㄧㄢˋ ㄕˋ ㄐㄩˋ
定期	ㄉㄧㄥˋ ㄑㄧ
動人	ㄉㄨㄥˋ ㄖㄣˊ
動力	ㄉㄨㄥˋ ㄌㄧˋ
短褲	ㄉㄨㄢˇ ㄎㄨˋ
短處	ㄉㄨㄢˇ ㄔㄨˋ
短期	ㄉㄨㄢˇ ㄑㄧ
隊員	ㄉㄨㄟˋ ㄩㄢˊ
對待	ㄉㄨㄟˋ ㄉㄞˋ
對手	ㄉㄨㄟˋ ㄕㄡˇ
發表	ㄈㄚ ㄅㄧㄠˇ
發出	ㄈㄚ ㄔㄨ
發達	ㄈㄚ ㄉㄚˊ
發動	ㄈㄚ ㄉㄨㄥˋ
發明	ㄈㄚ ㄇㄧㄥˊ
發送	ㄈㄚ ㄙㄨㄥˋ
發言	ㄈㄚ ㄧㄢˊ
反應	ㄈㄢˇ ㄧㄥˋ
反正	ㄈㄢˇ ㄓㄥˋ
防止	ㄈㄤˊ ㄓˇ
訪問	ㄈㄤˇ ㄨㄣˋ
放到	ㄈㄤˋ ㄉㄠˋ
房屋	ㄈㄤˊ ㄨ
飛行	ㄈㄟ ㄒㄧㄥˊ
房租	ㄈㄤˊ ㄗㄨ
分別	ㄈㄣ ㄅㄧㄝˊ
分組	ㄈㄣ ㄗㄨˇ
否定	ㄈㄡˇ ㄉㄧㄥˋ
服裝	ㄈㄨˊ ㄓㄨㄤ
否認	ㄈㄡˇ ㄖㄣˋ
父親	ㄈㄨˋ ㄑㄧㄣ
改造	ㄍㄞˇ ㄗㄠˋ
概念	ㄍㄞˋ ㄋㄧㄢˋ
趕到	ㄍㄢˇ ㄉㄠˋ
趕快	ㄍㄢˇ ㄎㄨㄞˋ
趕緊	ㄍㄢˇ ㄐㄧㄣˇ
感受	ㄍㄢˇ ㄕㄡˋ
高速	ㄍㄠ ㄙㄨˋ
告別	ㄍㄠˋ ㄅㄧㄝˊ
歌聲	ㄍㄜ ㄕㄥ
歌迷	ㄍㄜ ㄇㄧˊ
個人	ㄍㄜˋ ㄖㄣˊ
各位	ㄍㄜˋ ㄨㄟˋ
各地	ㄍㄜˋ ㄉㄧˋ
根本	ㄍㄣ ㄅㄣˇ
各自	ㄍㄜˋ ㄗˋ
更加	ㄍㄥˋ ㄐㄧㄚ
工夫	ㄍㄨㄥ ㄈㄨ
工具	ㄍㄨㄥ ㄐㄩˋ
工業	ㄍㄨㄥ ㄧㄝˋ
工廠	ㄍㄨㄥ ㄔㄤˇ
公布	ㄍㄨㄥ ㄅㄨˋ
公共	ㄍㄨㄥ ㄍㄨㄥˋ
公務員	ㄍㄨㄥ ㄨˋ ㄩㄢˊ
功課	ㄍㄨㄥ ㄎㄜˋ
公民	ㄍㄨㄥ ㄇㄧㄣˊ
功夫	ㄍㄨㄥ ㄈㄨ
姑娘	ㄍㄨ ㄋㄧㄤˊ
共有	ㄍㄨㄥˋ ㄧㄡˇ
古代	ㄍㄨˇ ㄉㄞˋ
故鄉	ㄍㄨˋ ㄒㄧㄤ
關注	ㄍㄨㄢ ㄓㄨˋ
觀察	ㄍㄨㄢ ㄔㄚˊ
觀念	ㄍㄨㄢ ㄋㄧㄢˋ
光明	ㄍㄨㄤ ㄇㄧㄥˊ
廣大	ㄍㄨㄤˇ ㄉㄚˋ
規範	ㄍㄨㄟ ㄈㄢˋ
國慶	ㄍㄨㄛˊ ㄑㄧㄥˋ
果然	ㄍㄨㄛˇ ㄖㄢˊ
哈哈	ㄏㄚ ㄏㄚ
好好	ㄏㄠˇ ㄏㄠˇ
好奇	ㄏㄠˋ ㄑㄧˊ
合格	ㄏㄜˊ ㄍㄜˊ
和平	ㄏㄜˊ ㄆㄧㄥˊ
紅酒	ㄏㄨㄥˊ ㄐㄧㄡˇ
後果	ㄏㄡˋ ㄍㄨㄛˇ
後年	ㄏㄡˋ ㄋㄧㄢˊ
划船	ㄏㄨㄚˊ ㄔㄨㄢˊ
互相	ㄏㄨˋ ㄒㄧㄤ
華人	ㄏㄨㄚˊ ㄖㄣˊ
話劇	ㄏㄨㄚˋ ㄐㄩˋ
歡樂	ㄏㄨㄢ ㄌㄜˋ
話題	ㄏㄨㄚˋ ㄊㄧˊ
環保	ㄏㄨㄢˊ ㄅㄠˇ
會員	ㄏㄨㄟˋ ㄩㄢˊ
機器	ㄐㄧ ㄑㄧˋ
基本上	ㄐㄧ ㄅㄣˇ ㄕㄤˋ
及時	ㄐㄧˊ ㄕˊ
基礎	ㄐㄧ ㄔㄨˇ
極了	ㄐㄧˊ ˙ㄌㄜ
集中	ㄐㄧˊ ㄓㄨㄥ
集體	ㄐㄧˊ ㄊㄧˇ
紀念	ㄐㄧˋ ㄋㄧㄢˋ
加工	ㄐㄧㄚ ㄍㄨㄥ
加強	ㄐㄧㄚ ㄑㄧㄤˊ
家具	ㄐㄧㄚ ㄐㄩˋ
加快	ㄐㄧㄚ ㄎㄨㄞˋ
家鄉	ㄐㄧㄚ ㄒㄧㄤ
家屬	ㄐㄧㄚ ㄕㄨˇ
價錢	ㄐㄧㄚˋ ㄑㄧㄢˊ
堅持	ㄐㄧㄢ ㄔˊ
堅強	ㄐㄧㄢ ㄑㄧㄤˊ
簡直	ㄐㄧㄢˇ ㄓˊ
堅決	ㄐㄧㄢ ㄐㄩㄝˊ
建成	ㄐㄧㄢˋ ㄔㄥˊ
建設	ㄐㄧㄢˋ ㄕㄜˋ
將近	ㄐㄧㄤ ㄐㄧㄣˋ
將來	ㄐㄧㄤ ㄌㄞˊ
交費	ㄐㄧㄠ ㄈㄟˋ
交流	ㄐㄧㄠ ㄌㄧㄡˊ
交往	ㄐㄧㄠ ㄨㄤˇ
交易	ㄐㄧㄠ ㄧˋ
教材	ㄐㄧㄠˋ ㄘㄞˊ
教練	ㄐㄧㄠˋ ㄌㄧㄢˋ
接待	ㄐㄧㄝ ㄉㄞˋ
結實	ㄐㄧㄝ ㄕˊ
接近	ㄐㄧㄝ ㄐㄧㄣˋ
結合	ㄐㄧㄝˊ ㄏㄜˊ
解開	ㄐㄧㄝˇ ㄎㄞ
節約	ㄐㄧㄝˊ ㄩㄝ
金牌	ㄐㄧㄣ ㄆㄞˊ
盡量	ㄐㄧㄣˋ ㄌㄧㄤˋ
僅僅	ㄐㄧㄣˇ ㄐㄧㄣˇ
進一步	ㄐㄧㄣˋ ㄧ ㄅㄨˋ
進展	ㄐㄧㄣˋ ㄓㄢˇ
近期	ㄐㄧㄣˋ ㄑㄧ
經濟	ㄐㄧㄥ ㄐㄧˋ
京劇	ㄐㄧㄥ ㄐㄩˋ
緊急	ㄐㄧㄣˇ ㄐㄧˊ
經歷	ㄐㄧㄥ ㄌㄧˋ
精神	ㄐㄧㄥ ㄕㄣˊ
精彩	ㄐㄧㄥ ㄘㄞˇ
經營	ㄐㄧㄥ ㄧㄥˊ
景色	ㄐㄧㄥˇ ㄙㄜˋ
就業	ㄐㄧㄡˋ ㄧㄝˋ
舉辦	ㄐㄩˇ ㄅㄢˋ
具有	ㄐㄩˋ ㄧㄡˇ
劇場	ㄐㄩˋ ㄔㄤˇ
具體	ㄐㄩˋ ㄊㄧˇ
據說	ㄐㄩˋ ㄕㄨㄛ
決賽	ㄐㄩㄝˊ ㄙㄞˋ
絕對	ㄐㄩㄝˊ ㄉㄨㄟˋ
決心	ㄐㄩㄝˊ ㄒㄧㄣ
開放	ㄎㄞ ㄈㄤˋ
開展	ㄎㄞ ㄓㄢˇ
開業	ㄎㄞ ㄧㄝˋ
看上去	ㄎㄢˋ ㄕㄤˋ ㄑㄩˋ
考驗	ㄎㄠˇ ㄧㄢˋ
科技	ㄎㄜ ㄐㄧˋ
客觀	ㄎㄜˋ ㄍㄨㄢ
可樂	ㄎㄜˇ ㄌㄜˋ
克服	ㄎㄜˋ ㄈㄨˊ
空調	ㄎㄨㄥ ㄊㄧㄠˊ
褲子	ㄎㄨˋ ˙ㄗ
空兒	ㄎㄨㄥˋ ㄦˊ
恐怕	ㄎㄨㄥˇ ㄆㄚˋ
浪費	ㄌㄤˋ ㄈㄟˋ
老百姓	ㄌㄠˇ ㄅㄞˇ ㄒㄧㄥˋ
老太太	ㄌㄠˇ ㄊㄞˋ ㄊㄞˋ
老頭兒	ㄌㄠˇ ㄊㄡˊ ㄦˊ
類似	ㄌㄟˋ ㄙˋ
理髮	ㄌㄧˇ ㄈㄚˇ
理論	ㄌㄧˇ ㄌㄨㄣˋ
理由	ㄌㄧˇ ㄧㄡˊ
理解	ㄌㄧˇ ㄐㄧㄝˇ
力量	ㄌㄧˋ ㄌㄧㄤˋ
利用	ㄌㄧˋ ㄩㄥˋ
連忙	ㄌㄧㄢˊ ㄇㄤˊ
聯合國	ㄌㄧㄢˊ ㄏㄜˊ ㄍㄨㄛˊ
聯繫	ㄌㄧㄢˊ ㄒㄧˋ
聯合	ㄌㄧㄢˊ ㄏㄜˊ
涼水	ㄌㄧㄤˊ ㄕㄨㄟˇ
領導	ㄌㄧㄥˇ ㄉㄠˇ
領先	ㄌㄧㄥˇ ㄒㄧㄢ
另一方面	ㄌㄧㄥˋ ㄧ ㄈㄤ ㄇㄧㄢˋ
留學	ㄌㄧㄡˊ ㄒㄩㄝˊ
落後	ㄌㄨㄛˋ ㄏㄡˋ
慢慢	ㄇㄢˋ ㄇㄢˋ
沒用	ㄇㄟˊ ㄩㄥˋ
毛病	ㄇㄠˊ ㄅㄧㄥˋ
媒體	ㄇㄟˊ ㄊㄧˇ
美麗	ㄇㄟˇ ㄌㄧˋ
美好	ㄇㄟˇ ㄏㄠˇ
美術	ㄇㄟˇ ㄕㄨˋ
美食	ㄇㄟˇ ㄕˊ
面對	ㄇㄧㄢˋ ㄉㄨㄟˋ
民間	ㄇㄧㄣˊ ㄐㄧㄢ
民族	ㄇㄧㄣˊ ㄗㄨˊ
面積	ㄇㄧㄢˋ ㄐㄧ
明確	ㄇㄧㄥˊ ㄑㄩㄝˋ
命運	ㄇㄧㄥˋ ㄩㄣˋ
母親	ㄇㄨˇ ㄑㄧㄣ
木頭	ㄇㄨˋ ˙ㄊㄡ
男子	ㄋㄢˊ ㄗˇ
奶茶	ㄋㄞˇ ㄔㄚˊ
難道	ㄋㄢˊ ㄉㄠˋ
難度	ㄋㄢˊ ㄉㄨˋ
內心	ㄋㄟˋ ㄒㄧㄣ
年初	ㄋㄧㄢˊ ㄔㄨ
年紀	ㄋㄧㄢˊ ㄐㄧˋ
年底	ㄋㄧㄢˊ ㄉㄧˇ
農村	ㄋㄨㄥˊ ㄘㄨㄣ
農業	ㄋㄨㄥˊ ㄧㄝˋ
女子	ㄋㄩˇ ㄗˇ
暖和	ㄋㄨㄢˇ ˙ㄏㄨㄛ
排名	ㄆㄞˊ ㄇㄧㄥˊ
牌子	ㄆㄞˊ ˙ㄗ
配合	ㄆㄟˋ ㄏㄜˊ
批評	ㄆㄧ ㄆㄧㄥˊ
批准	ㄆㄧ ㄓㄨㄣˇ
皮包	ㄆㄧˊ ㄅㄠ
評價	ㄆㄧㄥˊ ㄐㄧㄚˋ
蘋果	ㄆㄧㄥˊ ㄍㄨㄛˇ
破壞	ㄆㄛˋ ㄏㄨㄞˋ
普遍	ㄆㄨˇ ㄅㄧㄢˋ
普及	ㄆㄨˇ ㄐㄧˊ
其次	ㄑㄧˊ ㄘˋ
千萬	ㄑㄧㄢ ㄨㄢˋ
前後	ㄑㄧㄢˊ ㄏㄡˋ
奇怪	ㄑㄧˊ ㄍㄨㄞˋ
前進	ㄑㄧㄢˊ ㄐㄧㄣˋ
前往	ㄑㄧㄢˊ ㄨㄤˇ
強大	ㄑㄧㄤˊ ㄉㄚˋ
強調	ㄑㄧㄤˊ ㄉㄧㄠˋ
強烈	ㄑㄧㄤˊ ㄌㄧㄝˋ
